title,genre,year,date,rating,vote_count,plot,main_act,supp_act
설국열차,SF|액션|드라마,2013,8.01,7.98,38025,"기상 이변으로 모든 것이 꽁꽁 얼어붙은 지구. 살아남은 사람들을 태운 기차 한 대가 끝없이 궤도를 달리고 있다. 춥고 배고픈 사람들이 바글대는 빈민굴 같은 맨 뒤쪽의 꼬리칸, 그리고 선택된 사람들이 술과 마약까지 즐기며 호화로운 객실을 뒹굴고 있는 앞쪽칸. 열차 안의 세상은 결코 평등하지 않다. 기차가 달리기 시작한 17년 째, 꼬리칸의 젊은 지도자 커티스는 긴 세월 준비해 온 폭동을 일으킨다. 기차의 심장인 엔진을 장악, 꼬리칸을 해방시키고 마침내 기차 전체를 해방 시키기 위해 절대권력자 윌포드가 도사리고 있는 맨 앞쪽 엔진칸을 향해 질주하는 커티스와 꼬리칸 사람들. 그들 앞에 예기치 못한 상황들이 기다리고 있는데…",크리스 에반스|송강호|에드 해리스|존 허트|틸다 스윈튼|제이미 벨|옥타비아 스펜서|이완 브렘너|알리슨 필|고아성,스티브 박|루크 파스콸리노|케니 도우티|클락 미들튼|블라드 이바노브|아드난 해스커빅|엠마 레비|토마스 레마르퀴스|이고르 주릭|위헬미나 맥패든|타일러 존 윌리엄스
말할 수 없는 비밀,멜로/로맨스|판타지|드라마,2008,1.1,9.27,37969,"나는 너를 사랑해!너도 나를 사랑하니? 예술학교로 전학 온 상륜(주걸륜)은 아버지의 영향을 받아 피아노에 천부적인 소질을 보인다. 학교를 둘러보던 중, 신비스러운 피아노 연주가 흘러나오는 옛 음악실을 발견하게 되고, 그곳에서 샤오위(계륜미)를 만난다. 그들은 아름다운 피아노 선율처럼 즐거운 시간을 보내고, 둘 사이에는 애틋한 마음이 싹튼다. 그러나 상륜이 샤오위를 더 알고 싶어할 때마다 그녀는 비밀이라고 일관하며 의미심장한 미소만 짓는다. 그러던 어느 날, 샤오위는 상륜이 같은 반 여학생 칭요와 뽀뽀하는 모습을 보게 되고, 그의 곁에서 사라지는데…",주걸륜|계륜미|황추생|증개현,소명명
은밀하게 위대하게,액션|드라마|코미디,2013,6.05,7.12,37903,"공화국에선 혁명전사,이 곳에선 간첩. 들개로 태어나 괴물로 길러진 내 남파임무는 어이없지만 동네 바보입니다. 북한의 남파특수공작 5446 부대. 2 :1의 경쟁률을 뚫은 최고 엘리트 요원 원류환, 공화국 최고위층 간부의 아들이자 류환 못지 않은 실력자 리해랑, 공화국 사상 최연소 남파간첩 리해진. 세 사람은 5446부대의 전설 같은 존재이다. 하지만 조국통일이라는 원대한 사명을 안고 남파된 그들이 맡은 임무는 어처구니 없게도 달동네 바보, 가수지망생, 고등학생이다. 전달되는 명령도 없이 시간은 흘러만 가고 남한 최하층 달동네 사람들과 부대끼며 살아가는 일상에 익숙해져 간다. 그러던 어느 날 그들에게 전혀 뜻밖의 은밀하고 위대한 임무가 내려진다. 전설이 되어야만 돌아갈 수 있는 그들의 이야기가 지금 시작됩니다.",김수현|박기웅|이현우|손현주,박혜숙|고창석|김성균|장광|신정근|홍경인|이채영|최우식|구승현|조용진|이연경|엄태구|리민|조영진|윤원석|박정기|고인범|김법래
캡틴 아메리카: 시빌 워,액션|SF|스릴러,2016,4.27,8.67,37779,어벤져스 VS 어벤져스 분열은 시작되었다! 어벤져스와 관련된 사고로 부수적인 피해가 일어나자 정부는 어벤져스를 관리하고 감독하는 시스템인 일명 ‘슈퍼히어로 등록제’를 내놓는다. 어벤져스 내부는 정부의 입장을 지지하는 찬성파(팀 아이언맨)와 이전처럼 정부의 개입 없이 자유롭게 인류를 보호해야 한다는 반대파(팀 캡틴)로 나뉘어 대립하기 시작하는데...,크리스 에반스|로버트 다우니 주니어|스칼렛 요한슨,세바스찬 스탠|안소니 마키|돈 치들|제레미 레너|엘리자베스 올슨|채드윅 보스만|톰 홀랜드|폴 러드|폴 베타니|에밀리 반캠프|다니엘 브륄|프랭크 그릴로|윌리엄 허트|마틴 프리먼|레슬리 빕|스탠 리|마리사 토메이|존 카니|존 슬래터리|알프리 우다드|진 파버|코넬 존
기생충,드라마,2019,5.3,8.48,37041,"전원백수로 살 길 막막하지만 사이는 좋은 기택(송강호) 가족. 장남 기우(최우식)에게 명문대생 친구가 연결시켜 준 고액 과외 자리는 모처럼 싹튼 고정수입의 희망이다. 온 가족의 도움과 기대 속에 박사장(이선균) 집으로 향하는 기우. 글로벌 IT기업 CEO인 박사장의 저택에 도착하자 젊고 아름다운 사모님 연교(조여정)가 기우를 맞이한다. 그러나 이렇게 시작된 두 가족의 만남 뒤로, 걷잡을 수 없는 사건이 기다리고 있었으니…",송강호|이선균|조여정|최우식|박소담|이정은|장혜진,박명훈|정지소|정현준
겨울왕국,애니메이션|모험|코미디|가족|판타지|뮤지컬,2014,1.16,9.12,36837,"서로가 최고의 친구였던 자매 ‘엘사’와 ‘안나’. 하지만 언니 ‘엘사’에게는 하나뿐인 동생에게조차 말 못할 비밀이 있다. 모든 것을 얼려버리는 신비로운 힘이 바로 그것. ‘엘사’는 통제할 수 없는 자신의 힘이 두려워 왕국을 떠나고, 얼어버린 왕국의 저주를 풀기 위해 ‘안나’는 언니를 찾아 환상적인 여정을 떠나는데……",크리스틴 벨|이디나 멘젤,조시 게드|조나단 그로프|산티노 폰타나|알란 터딕|시아란 힌즈|크리스 윌리엄스|리비 스터벤라우치|에바 벨라
캡틴 마블,액션|모험|SF,2019,3.06,6.75,36145,"1995년, 공군 파일럿 시절의 기억을 잃고 크리족 전사로 살아가던 캐럴 댄버스(브리 라슨)가 지구에 불시착한다. 쉴드 요원 닉 퓨리(사무엘 L. 잭슨)에게 발견되어 팀을 이룬 그들은 지구로 향하는 더 큰 위협을 감지하고 힘을 합쳐 전쟁을 끝내야 하는데…",브리 라슨|사무엘 L. 잭슨|벤 멘델슨|주드 로,아네트 베닝|라샤나 린치|클락 그레그|젬마 찬|디몬 하운수|룬 템테|안젤리스 페레즈 소토|리 페이스|맥케나 그레이스|매튜 마허
어벤져스: 인피니티 워,액션|모험|판타지|SF,2018,4.25,8.96,35840,"새로운 조합을 이룬 어벤져스, 역대 최강 빌런 타노스에 맞서 세계의 운명이 걸린 인피니티 스톤을 향한 무한 대결이 펼쳐진다! 마블의 클라이맥스를 목격하라!",로버트 다우니 주니어|조슈 브롤린|크리스 헴스워스|베네딕트 컴버배치|크리스 프랫|마크 러팔로|톰 홀랜드|채드윅 보스만|크리스 에반스|스칼렛 요한슨|엘리자베스 올슨|폴 베타니|조 샐다나|안소니 마키|톰 히들스턴|돈 치들|브래들리 쿠퍼|빈 디젤|데이브 바티스타,세바스찬 스탠|기네스 팰트로|폼 클레멘티에프|레티티아 라이트|카렌 길런|다나이 구리라|베네딕 웡|사무엘 L. 잭슨|베니시오 델 토로|이드리스 엘바|코비 스멀더스|피터 딘클리지|안젤라 바셋|테리 노터리|이사벨라 아마라|윈스턴 듀크
늑대소년,멜로/로맨스|드라마|판타지,2012,10.31,8.65,34391,"요양 차 가족들과 한적한 마을로 이사 간 소녀는 어둠 속에 몸을 숨긴 의문의 늑대소년을 발견한다. 야생의 눈빛으로 사람 같지 않은 행동을 보이는 소년에게 왠지 마음이 쓰이는 소녀는 먹을 것을 보고 기다리는 법, 옷 입는 법, 글을 읽고 쓰는 법 등 소년에게 세상에서 살아가는 방법들을 하나씩 가르쳐준다. 태어나 처음으로 자신을 향해 손을 내밀어준 소녀에게 애틋한 감정이 싹트는 소년. 그러던 어느 날 예기치 못한 위기 속에 소년의 숨겨져 있던 위험한 본성이 드러나고, 소년은 순식간에 마을 사람들에게 두려움과 공포의 대상이 되어버리는데……",송중기|박보영,장영남|유연석|김향기|이영란|유승목|서동수|우정국|남정희|구본임|안도규|신비
왕의 남자,드라마,2005,12.29,9.03,34261,"조선시대 연산조. 남사당패의 광대 장생(감우성 분)은 힘있는 양반들에게 농락당하던 생활을 거부하고, 자신의 하나뿐인 친구이자 최고의 동료인 공길(이준기 분)과 보다 큰 놀이판을 찾아 한양으로 올라온다. 타고난 재주와 카리스마로 놀이패 무리를 이끌게 된 장생은 공길과 함께 연산(정진영 분)과 그의 애첩인 녹수(강성연 분)를 풍자하는 놀이판을 벌여 한양의 명물이 된다. 공연은 대성공을 이루지만, 그들은 왕을 희롱한 죄로 의금부로 끌려간다. 의금부에서 문초에 시달리던 장생은 특유의 당당함을 발휘해 왕을 웃겨 보이겠다고 호언장담하지만 막상 왕 앞에서 공연을 시작하자 모든 광대들이 얼어붙는다. 장생 역시 극도의 긴장감 속에서 왕을 웃기기 위해 갖은 노력을 하지만 왕은 꿈쩍도 하지 않고... 바로 그 때 얌전하기만 한 공길이 기지를 발휘해 특유의 앙칼진 연기를 선보이자 왕은 못 참겠다는 듯이 크게 웃어버린다. 이들의 공연에 흡족한 왕은 궁 내에 광대들의 거처, 희락원(喜樂園)을 마련해 준다. 궁에 들어온 광대들은 신바람이 나서 탐관오리의 비리를 풍자하는 공연을 선보이고, 왕은 즐거워한다. 하지만 중신들의 분위기가 싸늘함을 감지한 왕이 중신 중 한 명을 웃지 않는다며 탐관오리라는 명목으로 형벌을 내리고 연회장엔 긴장감이 감돈다. 연이은 연회에서 광대들은 여인들의 암투로 인해 왕이 후궁에게 사약을 내리는 경극을 연기하고, 연산은 같은 이유로 왕에게 사약을 받았던 생모 폐비 윤씨를 상기하며 진노하여 그 자리에서 선왕의 여자들을 칼로 베어 죽게 한다. 공연을 할 때마다 궁이 피바다로 변하자, 흥을 잃은 장생은 궁을 떠나겠다고 하지만 공길은 알 수 없는 이유로 남겠다고 한다. 그 사이 왕에 반발한 중신들은 광대를 쫓기 위한 음모를 꾸미고 왕의 관심을 광대에게 빼앗겼다는 질투심에 휩싸인 녹수 역시 은밀한 계략을 꾸민다.",감우성|정진영|강성연|이준기,장항선|유해진|정석용|이승훈
안시성,액션,2018,9.19,7.99,33383,"우리는 물러서는 법을 배우지 못했다! 우리는 무릎 꿇는 법을 배우지 못했다! 우리는 항복이라는 걸 배우지 못했다! 천하를 손에 넣으려는 당 태종은 수십만 대군을 동원해 고구려의 변방 안시성을 침공한다. 2 만 당나라 최강 대군 VS 5천명의 안시성 군사들. 4 배의 전력 차이에도 불구하고, 안시성 성주 양만춘과 전사들은 당나라에 맞서 싸우기로 결심하는데… 동아시아 역사상 가장 위대한 승리를 이끈 안시성 전투가 시작된다!",조인성|남주혁|박성웅,배성우|엄태구|설현|박병은|오대환|정은채|유오성|장광|성동일|여회현|정지훈
1987,드라마,2017,12.27,9.22,32807,"1987년 1월, 경찰 조사를 받던 스물두 살 대학생이 사망한다. 증거인멸을 위해 박처장(김윤석)의 주도 하에 경찰은 시신 화장을 요청하지만, 사망 당일 당직이었던 최검사(하정우)는 이를 거부하고 부검을 밀어붙인다. 단순 쇼크사인 것처럼 거짓 발표를 이어가는 경찰. 그러나 현장에 남은 흔적들과 부검 소견은 고문에 의한 사망을 가리키고, 사건을 취재하던 윤기자(이희준)는 ‘물고문 도중 질식사’를 보도한다. 이에 박처장은 조반장(박희순)등 형사 둘만 구속시키며 사건을 축소하려 한다. 한편, 교도소에 수감된 조반장을 통해 사건의 진상을 알게 된 교도관 한병용(유해진)은 이 사실을 수배 중인 재야인사에게 전달하기 위해 조카인 연희(김태리)에게 위험한 부탁을 하게 되는데… 한 사람이 죽고, 모든 것이 변화하기 시작했다. 모두가 뜨거웠던 1987년의 이야기.",김윤석|하정우|유해진|김태리|박희순|이희준,유승목|현봉식|박지환|이용직|박지홍|김경덕|김의성|최광일|김수진|김종수|김혜정|조우진|임철형|이창훈|서현우|이현균|김승훈|박경혜|이화룡
너의 이름은.,애니메이션|드라마|멜로/로맨스,2017,1.04,8.77,32043,"아직 만난 적 없는 너를, 찾고 있어 천년 만에 다가오는 혜성 기적이 시작된다 도쿄에 사는 소년 ‘타키’와 시골에 사는 소녀 ‘미츠하’는 서로의 몸이 뒤바뀌는 신기한 꿈을 꾼다 낯선 가족, 낯선 친구들, 낯선 풍경들... 반복되는 꿈과 흘러가는 시간 속, 마침내 깨닫는다 우리, 서로 뒤바뀐 거야? 절대 만날 리 없는 두 사람 반드시 만나야 하는 운명이 되다 서로에게 남긴 메모를 확인하며 점점 친구가 되어가는 ‘타키’와 ‘미츠하’ 언제부턴가 더 이상 몸이 바뀌지 않자 자신들이 특별하게 이어져있었음을 깨달은 ‘타키’는 ‘미츠하’를 만나러 가는데... 잊고 싶지 않은 사람 잊으면 안 되는 사람 너의 이름은?",카미키 류노스케|카미시라이시 모네,나가사와 마사미|나리타 료|유우키 아오이|이치하라 에츠코|시마자키 노부나가|이시카와 카이토|타니 카논|테라소마 마사키|오오하라 사야카|이노우에 카즈히코|챠후린|하나자와 카나
과속스캔들,코미디,2008,12.03,9.19,31516,"한때 아이돌 스타로 1 대 소녀 팬들의 영원한 우상이었던 남현수(차태현). 지금은 서른 중반의 나이지만, 그래도 아직까지는 잘나가는 연예인이자, 청취율 1위의 인기 라디오 DJ. 어느 날 애청자를 자처하며 하루도 빠짐없이 라디오에 사연을 보내오던 황.정.남(박보영)이 느닷없이 찾아와 자신이 현수가 과속해서 낳은 딸이라며 바득바득 우겨대기 시작하는데!! 그것도 애까지 달고 나타나서…… 집은 물론 현수의 나와바리인 방송국까지. 어디든 물불 안 가리고 쫓아다니는 스토커 정남으로 인해 완벽했던 인생에 태클 한방 제대로 걸린 현수. 설상가상 안 그래도 머리 복잡한 그에게 정남과 스캔들까지 휩싸이게 되는데… 나 이제, 이거 한방 터지면 정말 끝이다! 끝!!",차태현|박보영|왕석현,임지규|황우슬혜|임승대|정원중|김기방|박영서
